file,bytes,words,sha256_16,title,series_bucket,task_domain,disposition,proposed_destination,risk,notes
reader-profile-supporter-pass-and-editor-interpretation.md,4452,601,83044d8be5a78bfd,Reader Profile Supporter-Pass Pass + Scout Editor Interpretation,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
reader-site-feedback-deployment-pitfalls.md,13946,1895,e4597703d7204bd3,Reader Site Feedback Form — Deployment Pitfalls,cross-series/general,reader-package-and-feedback-workflow,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,deployment/server-coupled — route to reader package + deployment skill with explicit approval
reader-site-feedback-form-generation.md,4595,663,21b57601dd4c48c7,Reader Site Feedback Form Generation,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
reader-site-title-regression-guards.md,2144,282,d80a6f39b3d1e72e,Reader Site Title Regression Guards,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
reading-room-pen-name-and-access-control.md,3635,545,f0621be2e6237841,Reading Room pen name and Supporter Pass access notes,elias-library,reader-package-and-feedback-workflow,copy-to-series-or-adjacent-domain-reference-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/,normal,
remote-multi-profile-targeted-polish.md,3757,560,6990612a1c1ad818,Remote multi-profile targeted polish for longform manuscripts,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
repo-local-worker-handoff-and-assembly-validation.md,3545,479,58eec6ffa1c79a48,Repo-local worker handoff and assembly validation,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
repo-local-writer-handoff-and-editorial-gates.md,4783,663,a797186c1be395d7,Repo-local writer handoff and editorial gates,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
research-only-mythology-dossier-before-architecture.md,4111,581,a84a3e2f0a30a3ca,Research-only mythology dossier before fiction architecture,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
self-publishing-platform-alternatives.md,3661,585,1b377a2d46324db0,Self-Publishing Platform Alternatives When Amazon KDP Is Unavailable,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
sequential-chapter-drafting-handoff-pattern.md,2367,371,595faddd25ed86fc,Sequential Chapter Drafting + Handoff Pattern,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
sequential-novel-drafting-milestones.md,2343,363,f69e87f5765b3a8d,Sequential Novel Drafting with Milestone Mini-Checks,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
series-level-soul-and-length-standard-pattern.md,24070,3246,ca3fc4d4198cd306,Series-Level SOUL and SERIES_LENGTH_STANDARD Pattern,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
series-location-expansion-strategy-pattern.md,3131,445,146d2a100a73af5d,Series Location Expansion Strategy Pattern,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
session-opening-stale-status-pitfall.md,2549,378,f3a8d35bb1525898,Session Opening Stale-Status Pitfall,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
shelved-model-experiment-gate-before-prose.md,2983,443,dd033a75079b0b12,Shelved Model Experiment Gate Before Prose,cross-series/general,controlled-model-evaluation-for-creative-work,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
short-story-collection-drafting-roadmap.md,4532,636,62fede304ad459f5,Short-story collection drafting roadmap — Stories for the Road pattern,stories-for-the-road,fiction-architecture-briefing-and-research-gates,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/short-stories/,normal,
short-story-cron-single-story-run.md,3096,443,531eb0b1fba7dd08,Short-story cron single-story run — Stories for the Road example,stories-for-the-road,controlled-fiction-drafting-and-autonomous-runs,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/short-stories/,normal,
short-story-pass1-review-polish.md,2957,426,b99798c40a8b0aca,Short-story collection Pass 1 review + polish workflow,stories-for-the-road,fiction-editorial-audits-and-revision-planning,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/short-stories/,normal,
short-story-pass1-stale-completion-and-dashboard-sync.md,2981,401,8bc635b55f34171b,Short-story Pass 1 stale-completion + dashboard sync pattern,stories-for-the-road,reader-package-and-feedback-workflow,copy-to-series-or-adjacent-domain-reference-before-global-slim,/home/andrew/projects/active/elias-silver-library/docs/skill-reference-migration/short-stories/,normal,
simplified-reader-site-feedback-forms.md,1956,274,bc4816fa653679d4,Simplified Reader-Site Feedback Forms,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
single-agent-draft-shortfall-case-study.md,1061,154,65b33221133cd5b6,Case Study: Single-Agent Draft Shortfall,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
single-page-multi-book-reader-site.md,5623,799,a74dcbd956fdddd2,Single-Page Multi-Book Reader Site — Hybrid Architecture,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
solo-writer-thin-draft-failure-mode.md,3615,565,512f6ac12fef1625,Solo Writer Thin Draft Failure Mode,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
special-controlled-chapter-brief-after-audit.md,3448,484,c84f877f03e8f7f7,Special Controlled Chapter Brief After Audit,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
staged-autonomous-pilot-after-map-tracker.md,3794,540,4f392ab8e5b263c5,Staged Autonomous Pilot After Map/Tracker Approval,cross-series/general,fiction-architecture-briefing-and-research-gates,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
steward-editorial-lens-and-working-writer-boundaries.md,3233,444,d70f864dad46bca0,Steward / External Editorial Lens vs Working Writer Boundaries,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
story-locked-targeted-polish-export-pattern.md,2412,341,0294902bb7b1502f,Story-locked targeted polish and export pattern,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
storycraft-handbook-creation-pattern.md,5812,857,1a6b4bbdfaa7e257,Storycraft Handbook Creation Pattern,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
structural-errors-case-study.md,5976,947,25b8278ed1be9067,Structural Errors Found in Pass 2 Editorial — Case Study,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
structural-expansion-pass-from-editor-feedback.md,3095,445,64a157874fbe2c66,Structural Expansion Pass From External Editor Feedback,cross-series/general,reader-package-and-feedback-workflow,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
structural-reader-audit-and-readiness-report.md,4151,659,d08383a35e26e290,Structural reader audit and first-draft readiness report,cross-series/general,fiction-project-governance-and-handoffs,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
sunken-bell-pass1-ch18-19-stop-on-fallback-resume.md,3269,435,5e3ba79f50a37122,Sunken Bell Pass 1 — Chapters 18–19 stop-on-fallback and resume pattern,meridian-relics,controlled-model-evaluation-for-creative-work,copy-to-series-or-adjacent-domain-reference-before-global-slim,/home/andrew/projects/active/meridian-relics/docs/skill-reference-migration/,normal,
targeted-alpha-editorial-packaging.md,4878,677,781753027d25a37f,Targeted alpha/editorial packaging workflow,cross-series/general,fiction-editorial-audits-and-revision-planning,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
targeted-developmental-deepening-pattern.md,8864,1320,2ac1bd60e29d57e1,Targeted Developmental Deepening Pattern,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
targeted-developmental-revision-plan-synthesis.md,6016,770,34ae3decf2965e89,Targeted Developmental Revision Plan Synthesis,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
thorough-project-artifact-search.md,7779,1144,20fa8a0e9a99e5a7,Thorough Project Artifact Search — Session-Derived Pattern,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
three-pass-revision-pipeline.md,5468,846,e157fa1decc01064,Three-Pass Revision Pipeline for Fiction Manuscripts,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
token-efficient-fiction-profile-continuation.md,3296,481,e9daa381af0b6198,Token-Efficient Fiction Profile Continuation,cross-series/general,controlled-fiction-drafting-and-autonomous-runs,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
token-management-for-fiction-sessions.md,7982,1034,a450ddf2c1ddee4c,Token Management for Long Fiction Drafting Sessions,cross-series/general,manual-review,manual-review-before-live-skill-install,staged draft skills / novel-production-system references,manual-review/high-impact,runtime/profile/config-sensitive — keep out of drafting skill; review manually before reuse
tool-iteration-cap-fiction-expansion-checkpoint.md,2509,368,cd292b3acdf16303,Tool-Iteration Cap Checkpoint Pattern for Fiction Expansion Runs,cross-series/general,controlled-fiction-revision-and-expansion,generalize-into-draft-task-skill-or-linked-reference,staged draft skills / novel-production-system references,normal,
village-life-pass-artifact-recovery.md,4907,686,92cd6950d908a554,Village Life Pass Artifact Recovery,brambleford,manual-review,copy-to-canonical-series-repo-before-global-slim,/home/andrew/projects/active/brambleford-cozy-mystery/docs/skill-reference-migration/,normal,
working-fork-pattern-multi-agent-manuscripts.md,5888,835,966ebd1ab2cd136c,Working Fork Pattern for Multi-Agent Manuscript Projects,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
write-file-truncation-pitfall.md,2746,400,f64f0f881eacad09,write_file Truncation Pitfall in Long Fiction,cross-series/general,manual-review,manual-review-before-disposition,staged draft skills / novel-production-system references,normal,
